YMD,평균기온,최고기온,최저기온,강수량,신적설,평균풍속,평균습도,운량,일조시간,날씨
2019-05-25,23,29.8,17.3,0,0,1.1,62,6.8,6.1,구름많음/안개
2019-05-26,22.6,28.7,18.3,0.3,0,2.8,64,8.2,7.5,흐림/비
2019-05-27,17.7,20.3,13.5,25.6,0,3.2,98,9.2,0,흐림/비/안개
2019-05-28,17.3,23,12,0,0,1.3,59,5.5,8.5,구름많음
2019-05-29,19.8,27.6,11.8,0,0,1.2,63,0,13,맑음
2019-05-30,20.4,28.1,14.5,0,0,1.4,58,7.1,5.9,구름많음/비/안개
2019-05-31,17.7,24.4,13.2,2,0,1.6,76,6.5,8.5,구름많음/비
2019-06-01,19.6,27,13.5,0,0,1.1,68,6.2,8.8,구름많음
2019-06-02,21.8,28.8,15.2,0,0,1,58,2.9,12.5,구름조금/안개
2019-06-03,23.1,31,15.4,0,0,1.2,52,0,12.2,맑음
2019-06-04,23.9,31.7,17.6,0,0,1.2,59,0.5,12.3,맑음/안개
2019-06-05,24.3,31.3,18.2,0,0,1.1,66,2.6,12.5,구름조금/안개
2019-06-06,21.8,27.4,17,27.2,0,1.9,85,8.4,2,흐림/비/안개
2019-06-07,19.3,20.8,17.7,5.5,0,1.3,97,9.6,0.1,흐림/비/안개/이슬비
2019-06-08,20.8,25,17.9,0,0,1,86,7.8,2.9,구름많음
2019-06-09,21.4,27.5,17.7,0,0,1.7,80,7.2,6,구름많음/안개
2019-06-10,19.1,22.7,16.7,11.8,0,1.6,86,9.2,0.7,흐림/비
2019-06-11,18.4,22.8,15.7,0.9,0,0.8,89,7.4,2.7,구름많음/비/안개
2019-06-12,20.3,26.7,15.4,0,0,1.3,80,4.2,7.5,구름조금/안개
2019-06-13,21.8,28,16.8,0,0,1.2,75,5,9.5,구름많음/안개
2019-06-14,19.9,23,17.9,3.3,0,0.6,85,10,0,흐림/비/안개
2019-06-15,20.4,25.4,16.7,0,0,1.4,78,1.8,11.7,맑음/안개
2019-06-16,20.7,26.6,16.1,0,0,1.5,79,4,10.6,구름조금
2019-06-17,22,28,17.3,0,0,1.2,75,5.8,10.1,구름많음
2019-06-18,22.3,26.9,19.2,0,0,1.3,76,8.1,4.6,흐림/안개
2019-06-19,23.5,28.8,19.9,0,0,1.5,77,5,8.4,구름많음/안개
2019-06-20,23.5,29.6,18.5,0,0,1.3,75,5.4,9.4,구름많음/안개
2019-06-21,23.7,29.8,19,0,0,1.2,75,2.9,12.8,구름조금/안개
2019-06-22,22.1,28.2,18.6,0.8,0,1.3,84,7,4.2,구름많음/소나기/안개
2019-06-23,22.8,29.4,19.9,0,0,1.8,80,6.4,6,구름많음/비/소나기/안개
2019-06-24,23.7,30.1,19.1,0,0,1.5,75,4.1,9.1,구름조금/안개
2019-06-25,24.8,31,19,0,0,1.7,70,4,8.1,구름조금/안개
2019-06-26,20.8,23.4,17.6,24.8,0,1.6,94,9.9,0,흐림/비
2019-06-27,24.5,29.9,21.5,0.7,0,1.2,88,8.1,3.5,흐림/비/안개
2019-06-28,24.3,29.5,20.6,0,0,1.5,81,7,6.9,구름많음/안개
2019-06-29,21.8,23.3,20.5,83,0,0.9,98,10,0,흐림/비/안개
2019-06-30,23.8,28.5,20.5,0,0,1.2,89,9.1,1.7,흐림/비/안개
2019-07-01,22.6,25.9,21.4,10.9,0,0.9,96,9,0,흐림/비/안개
2019-07-02,23.9,29.6,20.6,1.1,0,0.9,78,6.2,9.6,구름많음/비/안개
2019-07-03,23.3,29,19.1,0,0,1.3,79,8,5.8,흐림/안개
2019-07-04,25.2,31.3,20.2,0,0,1.1,75,5.2,8.5,구름많음/안개
2019-07-05,26.5,32.1,21.6,0,0,0.8,67,5,7.5,구름많음/안개
2019-07-06,26.9,32.8,21.6,0,0,1.3,65,0.4,12.7,맑음/안개
2019-07-07,23.9,29.9,20.7,0.4,0,1.9,73,7.4,6,구름많음/비
2019-07-08,23.4,28.8,20.2,0,0,2,76,7.5,6.1,구름많음/비
2019-07-09,23.9,28.1,20.3,0,0,1.5,76,8.8,3.7,흐림/비/안개
2019-07-10,20.9,23.8,20,38.8,0,3.2,93,10,0,흐림/비
2019-07-11,23.3,25.1,21.2,0,0,1.4,80,8.6,0.1,흐림/이슬비
2019-07-12,24.4,28.6,20.7,0,0,0.9,74,7.4,5,구름많음
2019-07-13,23.6,27.9,21.1,0,0,0.8,83,9,2.7,흐림/비/안개
2019-07-14,25.1,30.4,21.2,0,0,1.1,80,5.2,7.5,구름많음/안개
2019-07-15,25.2,29.5,21.5,0,0,1.5,81,6.5,4.4,구름많음/비/안개
2019-07-16,24.6,29.8,21.2,18.5,0,1.1,84,6.4,4.9,구름많음/비/소나기/안개
2019-07-17,25.3,30.4,21.4,5.4,0,1.5,77,8.4,7.3,흐림/비/안개
2019-07-18,23.6,26.6,20.4,26,0,1.7,93,9.6,0,흐림/비
2019-07-19,24.8,27.3,22.7,4,0,1.6,94,9.4,0,흐림/비/안개
2019-07-20,24.2,26.5,22.4,36.6,0,3.6,97,10,0,흐림/비
2019-07-21,24.7,27.6,22.4,13,0,3,97,8.9,0.5,흐림/비/안개
2019-07-22,27,31.8,23.5,0,0,1.4,91,7.1,5.5,구름많음/비/소나기/안개
2019-07-23,27.7,31.4,25.2,0,0,2.3,84,7.2,7.9,구름많음
2019-07-24,26.9,28.6,25.7,0,0,2.4,90,9,0,흐림/비
2019-07-25,27.6,31.1,25.9,0,0,2.3,93,8.2,2.4,흐림/비/안개
2019-07-26,27.4,30.1,25.7,12.1,0,2.3,91,9.4,0.3,흐림/비
2019-07-27,26.4,28.5,25,61.6,0,1.6,98,9.2,0.1,흐림/비
2019-07-28,27.1,30.3,24.7,13.8,0,2.3,93,8.1,1.3,흐림/비/소나기
2019-07-29,28.3,31.8,25.1,0,0,3.1,81,5.1,12.6,구름많음
2019-07-30,28.4,32.4,25.9,0,0,3.4,85,5.5,8.9,구름많음/소나기
2019-07-31,29,32.9,26.4,0,0,2.8,83,3.6,9.2,구름조금
2019-08-01,29.2,34.6,24.9,0,0,1.3,80,3.9,9.2,구름조금
2019-08-02,29.2,34.7,25.5,0,0,1.1,78,2.6,8.7,구름조금/비
2019-08-03,29.6,34.7,25.3,0,0,1.3,76,5.4,8.2,구름많음
2019-08-04,29.7,34.8,25.2,0,0,1.3,75,2.4,10,구름조금/안개
2019-08-05,29.3,34.7,25.6,0,0,0.9,79,4.2,7.5,구름조금/안개
2019-08-06,29,33,25.9,0,0,2.2,75,6.8,8.6,구름많음/안개
2019-08-07,29,33.9,25.3,0,0,2.2,80,6.9,8.2,구름많음/비/안개
2019-08-08,28.6,33.1,26.1,2.9,0,1.3,82,7.1,5.2,구름많음/비/소나기
2019-08-09,29.3,33.6,24.7,0,0,1.1,77,7.2,5.2,구름많음
2019-08-10,29.7,34.2,25.8,0,0,1.9,65,6.5,9.8,구름많음
2019-08-11,28.1,31,25.7,14.2,0,3.2,78,8.6,2.9,흐림/비
2019-08-12,27.9,30.4,26.1,1.7,0,3.6,91,8.6,4.5,흐림/비
2019-08-13,29.5,33.8,25.6,0,0,1.2,80,4.2,7.3,구름조금
2019-08-14,29.9,34.7,26,0,0,2.1,78,6.1,10.7,구름많음/소나기
2019-08-15,27.6,31.9,25.2,0,0,1.6,84,8.9,2.7,흐림/비
2019-08-16,26.5,29.3,24.4,0,0,1.7,87,5.6,3.6,구름많음/비
2019-08-17,26.9,31.2,23.4,0.4,0,2.5,83,6.6,8.5,구름많음/비/안개
2019-08-18,26.2,31.9,22.9,0,0,0.9,71,3.4,11.3,구름조금/안개
2019-08-19,26.6,32.2,20.8,0,0,1.2,68,6.1,10.2,구름많음
2019-08-20,27.2,31.6,22.7,0,0,1.2,75,4.8,5.3,구름조금/소나기/안개
2019-08-21,26.7,29.9,24.9,11.7,0,1,89,8.5,1.3,흐림/비/안개
2019-08-22,26.7,31.6,24.5,24.2,0,1.1,85,7.8,5.2,구름많음/비/안개
2019-08-23,25.6,29.5,23.1,0,0,0.8,80,7,5,구름많음/비/안개
2019-08-24,24,28.9,20.3,0,0,0.8,81,6.2,3.4,구름많음/안개
2019-08-25,23.4,27.1,21.3,0,0,0.8,84,7.8,2.3,구름많음/비
2019-08-26,25.2,30.4,20.2,0,0,2,72,6.8,9.9,구름많음
2019-08-27,22.9,24.8,21.2,8.5,0,1.1,97,9.8,0,흐림/비/안개
2019-08-28,24.1,27.1,22.4,1.2,0,0.9,92,8.9,0.9,흐림/비/안개
2019-08-29,23,24.9,21.8,0,0,1.6,93,9.6,0,흐림/비/안개
2019-08-30,23.6,28.1,20.5,0,0,1.2,78,3.4,10.2,구름조금/안개
2019-08-31,23.4,29.1,20.1,0,0,1,79,6,6.4,구름많음/소나기
2019-09-01,22.1,25,19.7,0.4,0,0.8,88,9,2,흐림/비
2019-09-02,21.1,22.4,20.2,5.5,0,1.8,94,10,0,흐림/비
2019-09-03,22.6,25.4,20.9,10.6,0,1,98,10,0,흐림/비
2019-09-04,24.4,27.1,22,6.1,0,1.1,96,9.1,0.3,흐림/비
2019-09-05,24.9,30.5,22.5,0.4,0,1.3,91,8.9,2.6,흐림/비
2019-09-06,25.6,30.3,22.1,1.4,0,2.1,91,9.1,0.6,흐림/비/안개
2019-09-07,24.7,26.2,23.2,25.9,0,5.1,95,8.5,0.6,흐림/비
2019-09-08,24.7,27.2,22.5,1.4,0,0.4,94,9.4,0.8,흐림/비
2019-09-09,24.6,28.9,23,11.9,0,2.1,97,9.4,0.5,흐림/비
2019-09-10,26.7,30.5,24,0,0,3,82,4.4,9,구름조금/안개
2019-09-11,26.7,30.6,23.7,0.3,0,1.1,86,7,4.1,구름많음/비/안개
2019-09-12,22.3,25.1,20.2,0,0,2.5,93,9.1,0,흐림/비
2019-09-13,23.7,29.6,19.5,0,0,1.6,75,4.5,8.2,구름조금
2019-09-14,24,29.4,19.9,0,0,1,81,4.9,9,구름조금
2019-09-15,24.9,30.1,21.4,0,0,1.1,84,6.9,6.3,구름많음/안개
2019-09-16,24.6,29.5,21.6,0,0,1.3,78,4.9,5.4,구름조금/안개
2019-09-17,23.7,29.5,19,0,0,1.2,57,0,11.4,맑음
2019-09-18,22.2,28.3,17.3,0,0,1.2,61,2.2,11,구름조금
2019-09-19,20.6,27.1,14.1,0,0,1.4,57,1.2,11.2,맑음
2019-09-20,20.6,25.2,17.1,0,0,1.9,68,7.9,2.4,구름많음
2019-09-21,17.9,19.5,16.6,49.7,0,2.9,92,9.8,0,흐림/비
2019-09-22,18.4,20.6,16.7,52.2,0,6.4,86,9.5,0,흐림/비
2019-09-23,19.4,24.9,16,0,0,1.2,74,3.6,10.3,구름조금/비
2019-09-24,19.3,25.1,13.7,0,0,0.9,74,1.5,11,맑음
2019-09-25,19.7,25.9,14.7,0,0,0.6,71,7.5,6.4,구름많음
2019-09-26,21.8,27.1,16.7,0,0,1.4,77,6.4,5.8,구름많음
2019-09-27,23.3,28.7,18.3,0,0,0.9,81,4.8,5.8,구름조금/안개
2019-09-28,24.2,29.2,21,0,0,0.7,88,7.4,4.7,구름많음/비/안개/이슬비
2019-09-29,24.4,29.2,21.2,0,0,0.6,79,3.4,9.3,구름조금/안개
2019-09-30,23.5,28.8,19,0,0,0.9,83,4.8,7.1,구름조금/안개
2019-10-01,20.7,22.9,19.4,52.3,0,0.7,98,9.6,0,흐림/비/안개
2019-10-02,20.8,22.9,18.9,88.1,0,3.7,99,10,0,흐림/비
2019-10-03,22.1,27.1,19.7,0.9,0,1.6,89,5.4,6.5,구름조금/비
2019-10-04,22.4,28.4,19.5,0.2,0,1.1,87,7.2,6.4,구름많음/비
2019-10-05,18.4,20.3,15,0,0,1.2,87,7.9,1,구름많음
2019-10-06,19.2,23.9,15.5,0,0,0.9,76,8.2,4.8,구름많음
2019-10-07,16.6,18.3,15.9,6.9,0,1.1,93,9.5,0,흐림/비
2019-10-08,17,22.4,11.9,0.5,0,1.2,71,4,8.6,구름조금/비
2019-10-09,15.2,22.1,9.3,0,0,1.6,53,1,10.6,맑음
2019-10-10,16.9,23.6,10.1,0,0,0.5,60,3.5,8.1,구름조금
2019-10-11,19.6,26.7,13.6,0,0,1.2,63,1.6,9.7,맑음/안개
2019-10-12,20,25.9,15.8,0,0,2.6,54,0,10.5,맑음
2019-10-13,18.2,24.6,13,0,0,1.4,55,0,10.3,맑음
2019-10-14,15.2,21.6,11.3,0,0,1.1,72,2.9,9.5,구름조금
2019-10-15,14,19.5,9.5,0,0,0.7,69,4.5,4.4,구름조금
2019-10-16,15.5,21.6,11.2,0,0,0.7,75,4.8,9.2,구름조금/안개
2019-10-17,15.6,19.7,12,0,0,0.7,75,7.2,2.9,구름많음/비/안개
2019-10-18,17.1,20.4,14,1,0,2.1,75,9.6,0.3,흐림/비
2019-10-19,17.3,23.3,13.7,0,0,0.7,82,1.8,9.7,맑음/비/안개
2019-10-20,17.2,23.9,12.4,0,0,0.8,75,1.6,9.9,맑음/안개
2019-10-21,17.5,24,11.6,0,0,0.8,67,1.1,9.8,맑음
2019-10-22,18,24.3,12.1,0,0,0.7,69,3.5,9.1,구름조금
2019-10-23,17.7,20,15.6,0,0,1.5,75,9.4,0.1,흐림/비
2019-10-24,18.3,24.1,14,0,0,1.6,72,5.2,5.6,구름조금
2019-10-25,17.7,23.3,13.4,0,0,0.8,76,5,7.6,구름조금/비/안개
2019-10-26,13.5,16.8,11.7,0,0,1.5,63,7.6,5.2,구름많음/비
2019-10-27,12.2,17.8,8.3,0,0,1.2,65,2.1,8.8,맑음
2019-10-28,13.1,19.3,6.7,0,0,1,70,4.4,9,구름조금
2019-10-29,14.9,19.6,12,0,0,1.1,67,3.8,8.4,구름조금/비/안개/황사
2019-10-30,12.9,19.3,8.9,0,0,0.7,70,0.5,10.1,맑음
2019-10-31,13.8,21,7.2,0,0,0.5,75,1.1,9.6,맑음
2019-11-01,15.6,22.9,10.9,0,0,0.6,71,2.9,8.9,구름조금/안개/황사
2019-11-02,15.7,22,10.1,0,0,0.4,72,4.4,7.6,구름조금/안개
2019-11-03,15.5,21.6,12.5,0,0,0.5,70,3.6,8,구름조금/안개
2019-11-04,14.7,20.9,9.8,0,0,0.6,73,4,7,구름조금
2019-11-05,13.9,20.5,10.1,0,0,0.7,78,1.6,9,맑음/안개
2019-11-06,12.8,20.2,6.9,0,0,0.9,73,2.9,8.6,구름조금/안개
2019-11-07,12.2,17.9,8.3,0,0,1,73,3.9,6.8,구름조금/안개
2019-11-08,9.5,15.3,4.9,0,0,1.4,49,0,9.6,맑음
2019-11-09,10.6,18.6,3.8,0,0,0.8,51,0,9.5,맑음
2019-11-10,10.8,17,6.1,9.8,0,1.7,77,8.1,0,구름많음/비/안개/천둥번개
2019-11-11,13,17.8,9.9,1,0,1.3,80,4,5.8,구름조금/비/안개
2019-11-12,12.2,18.4,7.6,0,0,1,67,3.1,8.5,구름조금
2019-11-13,10.3,13.9,6,3.5,0,1.1,81,7.1,0,구름많음/비
2019-11-14,5.9,10.1,2.9,0.1,0,2.4,52,2.2,9,맑음/비
2019-11-15,9.1,17.3,0.8,0,0,1.5,67,1.2,8.9,맑음
2019-11-16,13.4,20.2,7.4,0,0,0.5,80,3.5,6.2,구름조금
