YMD,평균기온,최고기온,최저기온,강수량,신적설,평균풍속,평균습도,운량,일조시간,날씨
2019-07-12,24.1,28.9,21.5,0,0,2.7,77,7.5,10.1,구름많음
2019-07-13,22.3,23.5,21,0,0,2.2,84,9.6,0.1,흐림/비
2019-07-14,23.6,26.8,20.6,0,0,2.3,75,6.2,10.2,구름많음/안개
2019-07-15,23.6,26.6,21.8,0,0,2.2,78,6.6,5.9,구름많음
2019-07-16,23.8,27.1,21,0,0,2.5,78,2.2,12.7,구름조금
2019-07-17,23.8,27.8,21.2,2.8,0,2.7,79,7.6,11,구름많음/비
2019-07-18,22.3,23,21.2,38.5,0,1.6,97,10,0,흐림/비/안개
2019-07-19,23.1,23.7,22.7,57.7,0,2.3,98,10,0,흐림/비
2019-07-20,23.4,23.9,23,172.2,0,6.5,99,10,0,흐림/비
2019-07-21,23.6,26,22.2,38.4,0,6.7,94,7.5,1.6,구름많음/비/안개
2019-07-22,25.8,29.1,22.9,0,0,4.5,88,4.9,11.9,구름조금/안개
2019-07-23,26.6,29.9,24.9,0,0,5,86,6.9,10.1,구름많음/안개
2019-07-24,26,29.3,24.6,0,0,4.4,89,8.6,3.7,흐림/비
2019-07-25,25.6,27.7,24.9,0.1,0,4.6,96,9.6,0.6,흐림/비/안개
2019-07-26,25.8,26.8,24.7,0,0,5.7,96,9,0.6,흐림/비/안개/이슬비
2019-07-27,25.9,26.9,24.7,7.3,0,4.7,99,9.6,0,흐림/비/안개
2019-07-28,26.9,29.1,25.7,0,0,6.5,90,6.6,10.4,구름많음
2019-07-29,27,30.3,25.2,2.3,0,4.6,89,5.6,7.1,구름많음/비/안개
2019-07-30,27.7,30.5,25.5,0,0,4.8,88,5,11.7,구름많음
2019-07-31,28,30.9,26.2,0,0,5.1,83,2.5,12.6,구름조금
2019-08-01,28.1,31.3,25.6,0,0,4.4,82,0.9,12.6,맑음
2019-08-02,29.4,33,26.7,0,0,2.1,73,1.2,12.6,맑음
2019-08-03,28.9,32.7,26.3,0,0,2.4,72,3.8,11.9,구름조금
2019-08-04,28.8,32.2,26.4,0,0,2.3,68,2,12.3,구름조금
2019-08-05,28.8,32.8,26.1,0,0,2.2,66,4.5,10,구름조금
2019-08-06,25.8,29.8,23.2,72.5,0,4.1,87,8.6,0.6,흐림/비
2019-08-07,27.5,30.9,23.4,1.2,0,4.9,86,4.2,11.3,구름조금/비/안개
2019-08-08,28.7,32.5,25.9,0,0,2.5,78,4.2,10.2,구름조금/안개
2019-08-09,28.9,32.5,26.6,0,0,1.7,77,6.2,10.1,구름많음
2019-08-10,28.3,32.3,26,0,0,3,77,5.5,11.5,구름많음
2019-08-11,28,30.6,26.3,0,0,3,80,6.9,10.1,구름많음
2019-08-12,29.3,31.9,27,0,0,2.7,78,5.4,11.7,구름많음
2019-08-13,30.6,35,27.1,0,0,2.9,67,3.5,12.5,구름조금
2019-08-14,29.4,33.3,26.5,0.2,0,4.1,74,7.6,9.9,구름많음/비
2019-08-15,27.4,28.5,26.7,6.2,0,3,86,9,0.3,흐림/비
2019-08-16,28.2,31.6,26.3,0,0,5.3,76,4.8,11.5,구름조금
2019-08-17,27.2,29.9,24.5,0,0,4.4,74,0,12.4,맑음/안개
2019-08-18,27.3,29.8,25.2,0,0,3.7,83,3.8,8.9,구름조금/안개
2019-08-19,27.2,30.2,25.2,0,0,2.2,78,7.2,8.4,구름많음/안개
2019-08-20,26.8,30.3,25.1,0,0,3.2,74,8.2,4,흐림/비/안개
2019-08-21,26.6,29.4,25,23,0,2.4,86,9.2,2.1,흐림/비/소나기
2019-08-22,26.1,27.3,25,45.1,0,5.8,95,9.2,0.6,흐림/비
2019-08-23,25.5,28.2,23.5,0,0,2.4,76,7.2,2.9,구름많음/비
2019-08-24,25,28.3,21.6,0,0,2.4,64,6,7.1,구름많음/비
2019-08-25,24.2,27.6,22.7,0,0,2.5,72,6.8,2.5,구름많음/비
2019-08-26,25.1,28.8,21.8,0,0,2.2,76,5.5,8.8,구름많음
2019-08-27,23.5,25.1,22.2,4.7,0,1.9,96,10,0,흐림/비/안개
2019-08-28,24.1,26.3,22.7,2.2,0,2.1,94,9.5,0.2,흐림/비/안개
2019-08-29,23.1,24.3,22.1,1.2,0,3.1,89,9.5,0,흐림/비/안개
2019-08-30,24.6,28.9,20.3,0,0,3.2,73,4,11.5,구름조금/안개
2019-08-31,24.4,28.3,21,0,0,3,66,4.2,11,구름조금
2019-09-01,23.7,27.7,21.4,2.3,0,1.5,82,9.5,0.3,흐림/비/안개
2019-09-02,21.4,22.9,20.2,40.4,0,1.7,99,10,0,흐림/비/안개
2019-09-03,23,25.8,21.9,5.8,0,1.7,95,10,0.2,흐림/비
2019-09-04,24.5,26.8,22,1.3,0,1.8,93,9.2,0.2,흐림/비
2019-09-05,26.5,29.3,24,0,0,1.8,89,7.2,9.2,구름많음/안개
2019-09-06,27,28.8,25.6,0,0,2.9,85,8.9,2.9,흐림/비
2019-09-07,26,27.3,24.1,12.3,0,6.5,88,8.8,1.5,흐림/비/안개
2019-09-08,25.3,29.1,23.5,1.3,0,2,92,8.4,3.5,흐림/비/안개
2019-09-09,27,30.5,23.9,0,0,1.9,85,6.1,8.8,구름많음/안개
2019-09-10,26.7,29.2,25.2,0,0,3.4,87,7.1,5.5,구름많음
2019-09-11,25.1,29.2,23.3,13.4,0,2.6,88,9.2,3.1,흐림/비/안개
2019-09-12,21.6,23.6,19.9,3.9,0,3.7,80,9.4,0.3,흐림/비
2019-09-13,23.2,27.4,20.5,0,0,3.1,68,3.8,11.3,구름조금
2019-09-14,23.8,27.7,20.1,0,0,1.9,74,1.4,10.1,맑음
2019-09-15,24.9,29.3,21.5,0,0,2.3,71,3.1,8.9,구름조금
2019-09-16,23.4,28,20.2,0,0,2.7,66,3.6,10.3,구름조금
2019-09-17,22.9,28.1,19.6,0,0,3.3,60,0.8,11.4,맑음
2019-09-18,22.9,28.2,19.6,0,0,2.2,60,3.4,9.5,구름조금
2019-09-19,21.6,25.6,18.7,0,0,3.4,58,1.1,11.4,맑음
2019-09-20,21.5,26.5,18,0.3,0,4,66,7.8,6.6,구름많음/비
2019-09-21,18.2,20.6,17.2,30.4,0,4.1,93,10,0,흐림/비
2019-09-22,18.2,19.1,17.1,81.6,0,7.5,96,10,0,흐림/비
2019-09-23,17.9,20.7,16.7,2.5,0,2.5,91,9.9,0.2,흐림/비
2019-09-24,19.4,24.2,15.8,0,0,2.4,71,1.6,10.6,맑음/안개
2019-09-25,20.4,25.4,15.8,0,0,2,69,5.1,8,구름많음
2019-09-26,22.9,27.8,19.1,0,0,2.8,74,4.2,9.2,구름조금
2019-09-27,22.1,26.1,20.6,15.3,0,2.8,86,9.6,0.5,흐림/비
2019-09-28,22.4,26.1,21.3,68.2,0,1.2,99,9.4,0.9,흐림/비
2019-09-29,23.9,28.8,21.3,0,0,1.6,92,5,6.9,구름많음/안개
2019-09-30,24.1,27.7,22.5,0,0,2,90,7.6,6.4,구름많음/비/안개
2019-10-01,22.4,23.3,21.6,9.8,0,1.7,95,9.9,0,흐림/비/안개
2019-10-02,22.7,23.8,21.6,94.8,0,3.9,98,10,0,흐림/비/천둥번개
2019-10-03,24.6,28.8,22.3,1.8,0,5.7,74,4.9,9.1,구름조금/비
2019-10-04,22.9,25.8,20.2,0,0,2.1,76,1.5,10.4,맑음
2019-10-05,21.7,26.4,18.5,1.2,0,3.5,82,8,4.9,구름많음/비
2019-10-06,18.7,22.8,16.4,0,0,3.9,62,6,9.9,구름많음
2019-10-07,18.3,21.2,16.4,1.4,0,2.4,79,9.5,0.1,흐림/비
2019-10-08,18.9,24,16,0,0,2.5,59,3.8,9.5,구름조금
2019-10-09,17.5,23.2,12.6,0,0,2.2,51,0,10.6,맑음
2019-10-10,19.4,24.5,14.1,0,0,1.5,57,0.8,10.6,맑음
2019-10-11,21.1,27,16.7,0,0,2.5,60,1,10.6,맑음
2019-10-12,19.9,24.5,16.5,0,0,4.9,57,2.2,10.4,맑음
2019-10-13,18,23,15.1,0,0,4.1,58,2,10.4,맑음
2019-10-14,18.2,23,14.3,0,0,2.4,63,0.5,10.3,맑음
2019-10-15,15.6,18.9,13.4,0,0,3.6,70,6.2,2.8,구름많음
2019-10-16,16.2,21.4,12.5,0,0,2.3,63,4.1,9.3,구름조금
2019-10-17,17.1,21.2,14.1,0,0,3.2,66,7.4,4,구름많음
2019-10-18,16.8,17.7,15.5,29.5,0,3.6,93,9.6,0,흐림/비
2019-10-19,19,24,15.8,0,0,1.9,78,5,8.3,구름조금
2019-10-20,18.7,23.6,14.9,0,0,1.9,75,3.5,8.2,구름조금
2019-10-21,18.6,23.7,15.2,0,0,3.1,68,1.9,10.1,맑음
2019-10-22,19,23.8,16.1,0,0,2.9,68,5.5,8,구름많음/비
2019-10-23,18,20.8,16.3,1.4,0,3.3,73,9.4,0.5,흐림/비
2019-10-24,18.4,21.2,16.4,0,0,3.4,77,9,0.2,흐림/비
2019-10-25,19.5,24.9,16.8,0,0,2.1,74,6.4,8.6,구름많음
2019-10-26,17.4,21.4,13.9,0,0,2.9,52,5.4,9.3,구름조금
2019-10-27,14,18.7,10.4,0,0,2.6,42,4.6,9.5,구름조금
2019-10-28,15.4,19.9,10.7,0,0,3.4,55,3.9,9.6,구름조금
2019-10-29,16.4,21.2,13.3,0,0,3.1,57,0.4,9.4,맑음/황사
2019-10-30,14.6,20.4,10.6,0,0,2.8,47,0,10.3,맑음
2019-10-31,16.2,22.4,11,0,0,3.2,51,0,10.3,맑음
2019-11-01,23.7,27.7,21.4,2.3,0,1.5,82,9.5,0.3,흐림/비/안개
2019-11-02,21.4,22.9,20.2,40.4,0,1.7,99,10,0,흐림/비/안개
2019-11-03,23,25.8,21.9,5.8,0,1.7,95,10,0.2,흐림/비
2019-11-04,24.5,26.8,22,1.3,0,1.8,93,9.2,0.2,흐림/비
2019-11-05,26.5,29.3,24,0,0,1.8,89,7.2,9.2,구름많음/안개
2019-11-06,27,28.8,25.6,0,0,2.9,85,8.9,2.9,흐림/비
2019-11-07,26,27.3,24.1,12.3,0,6.5,88,8.8,1.5,흐림/비/안개
2019-11-08,25.3,29.1,23.5,1.3,0,2,92,8.4,3.5,흐림/비/안개
2019-11-09,27,30.5,23.9,0,0,1.9,85,6.1,8.8,구름많음/안개
2019-11-10,26.7,29.2,25.2,0,0,3.4,87,7.1,5.5,구름많음
2019-11-11,25.1,29.2,23.3,13.4,0,2.6,88,9.2,3.1,흐림/비/안개
2019-11-12,21.6,23.6,19.9,3.9,0,3.7,80,9.4,0.3,흐림/비
2019-11-13,23.2,27.4,20.5,0,0,3.1,68,3.8,11.3,구름조금
2019-11-14,23.8,27.7,20.1,0,0,1.9,74,1.4,10.1,맑음
2019-11-15,24.9,29.3,21.5,0,0,2.3,71,3.1,8.9,구름조금
2019-11-16,23.4,28,20.2,0,0,2.7,66,3.6,10.3,구름조금
2019-11-17,22.9,28.1,19.6,0,0,3.3,60,0.8,11.4,맑음
2019-11-18,22.9,28.2,19.6,0,0,2.2,60,3.4,9.5,구름조금
2019-11-19,21.6,25.6,18.7,0,0,3.4,58,1.1,11.4,맑음
2019-11-20,21.5,26.5,18,0.3,0,4,66,7.8,6.6,구름많음/비
2019-11-21,18.2,20.6,17.2,30.4,0,4.1,93,10,0,흐림/비
2019-11-22,18.2,19.1,17.1,81.6,0,7.5,96,10,0,흐림/비
