YMD,평균기온,최고기온,최저기온,강수량,신적설,평균풍속,평균습도,운량,일조시간,날씨
2019-04-02,8.1,14.8,0.2,0,0,2.4,34,0.1,12,맑음
2019-04-03,9.8,16.3,1.8,0,0,2.5,26,0,12,맑음
2019-04-04,13.1,21.5,5.9,0,0,2.9,22,1.9,11.8,맑음
2019-04-05,15.2,22,7.6,0,0,3,27,1.6,11.1,맑음/안개
2019-04-06,15.6,23.8,7.4,0,0,1.8,26,0,11.3,맑음
2019-04-07,13.1,18.5,9.6,0.2,0,2.2,57,8.1,0.6,흐림/비/안개
2019-04-08,13.1,21.4,6.5,0,0,3.7,44,2.4,10.9,구름조금/안개
2019-04-09,9.1,15.7,5.2,19,0,4.3,59,8,3.7,흐림/비
2019-04-10,7.9,10,5.1,9,0,2,79,9.5,0,흐림/비
2019-04-11,10.5,15.1,5.9,0,0,1.1,64,8,3.9,흐림
2019-04-12,12.8,19.6,6.9,0,0,1.8,50,3.8,10.8,구름조금/안개
2019-04-13,13.3,20.5,5.5,0,0,1.8,45,6.1,10.1,구름많음/안개
2019-04-14,12.5,16.6,9.3,0,0,2.5,44,6.1,3.3,구름많음/비
2019-04-15,14.2,22.1,4.2,0,0,2.5,28,0,11.9,맑음
2019-04-16,17,25.3,7.3,0,0,1.5,26,5.5,0,구름많음
2019-04-17,18,24.5,11.8,0,0,1.5,34,4.5,9.2,구름조금
2019-04-18,18.9,27.1,11,0,0,2,45,3.8,10.7,구름조금
2019-04-19,12,17.5,10.5,0,0,3.9,59,9.5,0,흐림
2019-04-20,17.1,24.5,8.6,0,0,1.6,49,3.2,11.3,구름조금/안개
2019-04-21,19.4,25.3,14.3,0,0,1.9,53,7.5,4.3,구름많음/안개
2019-04-22,17.5,25.5,11.6,0,0,3.2,60,3,11,구름조금/안개
2019-04-23,16,22.2,11.4,5.5,0,1.5,73,9.4,0.4,흐림/비/안개
2019-04-24,18.1,22,14.6,3.5,0,1.2,86,9.8,0.3,흐림/비/안개
2019-04-25,14.1,19,10.6,0.2,0,4,68,9.9,0.1,흐림/비
2019-04-26,10.1,12.3,8.4,10.5,0,1.5,89,9.9,0,흐림/비
2019-04-27,12.6,18,5.6,0,0,1.5,57,4.9,11.5,구름조금
2019-04-28,13.4,18.9,9.7,0,0,0.7,56,7,3.4,구름많음
2019-04-29,10.8,12,9,40,0,1,89,9.8,0,흐림/비
2019-04-30,14.6,19.6,11.5,0.1,0,1,83,7.1,3.7,구름많음/비/안개
2019-05-01,17.8,24.4,10.5,0,0,2.2,54,4.6,9.5,구름조금/안개
2019-05-02,19,26.3,10.5,0,0,2.4,39,0,12.3,맑음/안개
2019-05-03,19.3,28.7,9.5,0,0,1.3,41,0,12.7,맑음
2019-05-04,20.3,29.5,10.8,0,0,1.3,49,3,11.4,구름조금/안개
2019-05-05,21.6,29.4,14,0,0,1.6,42,6.6,8,구름많음/안개
2019-05-06,15.1,21.5,10.7,0,0,3.1,49,3,10.1,구름조금
2019-05-07,15.6,22.5,7.2,0,0,1.4,43,0.2,13,맑음
2019-05-08,17.8,24.8,8.4,0,0,1.9,32,6.9,9.8,구름많음
2019-05-09,20.1,26,14.2,0,0,2.7,25,4.8,12.3,구름조금
2019-05-10,21.1,28.9,11.8,0,0,1.4,29,3.9,12.5,구름조금
2019-05-11,21.6,30,12.2,0,0,1.5,37,1.2,12.4,맑음/안개
2019-05-12,18.5,26,12.8,0,0,3.5,48,3.9,11.1,구름조금/안개
2019-05-13,19.6,27.3,12.2,0,0,1.9,55,7,9.4,구름많음/안개
2019-05-14,22.8,28.7,17.6,0,0,0.7,55,6.2,7.5,구름많음/비/안개
2019-05-15,22.7,30.2,17,0,0,1,56,6.5,8,구름많음/천둥번개
2019-05-16,23.2,29.8,16.2,0,0,1.2,49,5.9,7.8,구름많음
2019-05-17,22.5,28.9,14.9,0,0,2.6,45,7.1,7,구름많음
2019-05-18,18.1,22,16.2,16,0,2.7,84,9.6,0.1,흐림/비
2019-05-19,19.6,23.3,17,2.5,0,2.3,82,9.4,1.1,흐림/비/안개
2019-05-20,18.8,22.4,14.5,0.2,0,3,57,5.2,5.5,구름많음/비
2019-05-21,18.6,26.1,9.4,0,0,2.5,36,0.1,13.3,맑음
2019-05-22,21.4,30,11.7,0,0,1.8,34,0,13.3,맑음
2019-05-23,23.2,31.3,14.6,0,0,1.8,40,0.8,13.1,맑음
2019-05-24,25.5,34.5,14.4,0,0,1.3,44,0,13,맑음/안개
2019-05-25,25.9,32.2,18.9,0,0,1.7,38,7.1,9,구름많음/안개
2019-05-26,25.5,33.5,18.7,0,0,1.7,37,6.2,10.3,구름많음
2019-05-27,21,23.7,19,5.5,0,2.7,76,9.2,0,흐림/비
2019-05-28,19.4,23.7,15.4,0,0,3.9,43,4.9,11.5,구름조금
2019-05-29,22.5,30.5,11.6,0,0,2.6,36,0.8,13.5,맑음
2019-05-30,23.2,31,14.1,0,0,2.2,33,6.6,9.2,구름많음/비
2019-05-31,19.9,26.4,14.2,1.5,0,2.3,58,5.5,7.9,구름많음/비
2019-06-01,21.3,27.2,14.5,0,0,1.7,47,6.1,10.2,구름많음
2019-06-02,23.2,30.3,15.2,0,0,1.5,46,4.1,13,구름조금
2019-06-03,25.4,33,16.7,0,0,1.3,45,0,12.9,맑음/안개
2019-06-04,27.1,34.3,19.1,0,0,1.4,46,0,12.3,맑음/안개
2019-06-05,27.4,35.7,20.9,0,0,2.1,41,1.6,12.9,맑음
2019-06-06,24.2,32.8,17.1,4.5,0,1.4,60,8.4,3.5,흐림/비/안개
2019-06-07,18.5,19.9,17.2,7,0,2.5,95,9.8,0,흐림/비
2019-06-08,21.1,27.1,16.7,0,0,1.9,71,6.6,9.4,구름많음/안개
2019-06-09,18.6,22.7,15.7,0,0,4.4,71,5.1,11.8,구름많음/안개
2019-06-10,19,23.7,15,0,0,2.8,64,7.4,5.8,구름많음
2019-06-11,19.4,25.3,16.4,0,0,2.8,64,5.9,9.3,구름많음
2019-06-12,21.1,27.6,16.8,0,0,2.4,61,4.1,11.3,구름조금
2019-06-13,22.9,30.3,14.8,0,0,1.7,55,4.1,10.7,구름조금/안개
2019-06-14,20.2,23.6,17.2,0,0,1.4,69,9.5,0,흐림/비/안개
2019-06-15,21.3,29.5,16.1,16.8,0,2.2,75,6.4,7,구름많음/비/안개/우박/천둥번개
2019-06-16,20.8,28.2,15.9,0,0,2.2,71,7.1,8.8,구름많음/안개
2019-06-17,24,30,18.4,0,0,1.8,57,7.4,7.3,구름많음/비
2019-06-18,24.1,30.6,19.8,0,0,2.3,60,7.8,5.1,구름많음/비/안개
2019-06-19,24.6,29.2,19.3,0,0,2,60,5.4,8.3,구름많음/안개
2019-06-20,26.8,33.2,20,0,0,2.1,54,5.4,10.3,구름많음/안개
2019-06-21,25.5,33.6,19.3,18,0,3,62,6,9.6,구름많음/비/소나기/안개/천둥번개
2019-06-22,21.5,26.7,17.9,0,0,3.7,62,4.6,11,구름조금
2019-06-23,21.5,26.6,15.9,0,0,2.3,61,3.6,11.5,구름조금
2019-06-24,23.1,30.2,17.5,0,0,2.1,62,3.6,9.7,구름조금/비
2019-06-25,25,32.4,17.8,0,0,2.3,62,1.9,12.2,맑음/안개
2019-06-26,19.7,22.3,18.3,60,0,2.2,92,9.2,0.7,흐림/비/안개
2019-06-27,24.4,29.7,20.6,15,0,1.2,87,8.4,2.2,흐림/비
2019-06-28,23.6,27.1,21.2,7,0,2.8,87,8.2,5.6,흐림/비/소나기/안개
2019-06-29,21.5,22.5,20.5,32.5,0,1,95,10,0,흐림/비/안개
2019-06-30,25.7,30.9,21.1,0,0,1.7,75,7.1,6.5,구름많음/비/안개
2019-07-01,24.3,27.6,21.2,0,0,0.9,78,7.6,0.2,구름많음/비/안개
2019-07-02,25.2,31.2,19,0,0,1.4,61,5.8,11.5,구름많음/안개
2019-07-03,24.8,29.6,19.7,0,0,1,67,7.2,5.2,구름많음/안개
2019-07-04,26.4,32.6,19.9,0,0,1.3,60,3.6,9.1,구름조금/안개
2019-07-05,26.4,32.8,20.8,0,0,2.4,62,4.2,12.3,구름조금/안개
2019-07-06,24,29.1,19.8,0,0,3.9,70,0.8,13.4,맑음/안개
2019-07-07,22.9,26.7,20.5,0,0,3.7,65,7.6,6.3,구름많음/비
2019-07-08,22.3,27,19.6,0,0,2.9,69,8,4.8,흐림/비
2019-07-09,21.6,24.7,18.8,0,0,2.9,73,7.8,1.7,구름많음
2019-07-10,21.4,23.3,20.1,20,0,2.5,87,9.9,0,흐림/비
2019-07-11,24.4,29.2,20.5,2,0,2,82,8.5,1.1,흐림/비/안개
2019-07-12,25.3,30,22.3,0,0,2.1,65,8,7.3,흐림
2019-07-13,24.4,28.8,21.2,0,0,0.7,73,8.1,3.2,흐림
2019-07-14,24.6,29.4,21.3,0,0,2.5,74,7.9,5.9,구름많음/안개
2019-07-15,23.2,27.1,21.2,5.5,0,2.3,82,9.6,1.9,흐림/비/소나기/안개/천둥번개
2019-07-16,24.6,29.7,21,1,0,2,79,6.4,8.8,구름많음/비/안개
2019-07-17,25,29.4,20.4,0,0,2.2,75,8,9,흐림/비/안개
2019-07-18,24.1,27.6,21,8,0,1,86,9.8,0.3,흐림/비
2019-07-19,24.2,26.6,22.7,10,0,1.6,96,9.9,0,흐림/비/안개
2019-07-20,24.6,25.8,23.5,64.5,0,3.4,98,10,0,흐림/비
2019-07-21,25.7,29.3,23.5,22,0,1.1,92,7.8,1.1,구름많음/비
2019-07-22,28.5,33.7,23,0,0,1.3,76,6,8.6,구름많음/안개
2019-07-23,29.5,35,25.5,0.3,0,1.2,74,7.2,6.9,구름많음/소나기/안개
2019-07-24,28.1,31.5,25.3,0,0,0.9,75,8.2,1.5,흐림/비
2019-07-25,27.5,30,25.3,1.5,0,0.8,88,9.4,0,흐림/비/안개
2019-07-26,29.1,32.8,26.4,0,0,1.4,75,8.9,2.7,흐림/비/안개
2019-07-27,28.1,30.3,26.3,4.5,0,1,85,9.6,0.3,흐림/비/안개
2019-07-28,29.3,33.4,26.8,0.1,0,1.4,73,8.5,2.2,흐림/비
2019-07-29,29.4,34.6,24.5,0,0,1.3,70,6,8.1,구름많음
2019-07-30,30.4,36,24.9,0,0,1.9,67,4.4,11.9,구름조금
2019-07-31,31,36,26.2,0,0,2,65,3.8,11,구름조금
2019-08-01,31.1,35.6,27,0,0,1.7,65,5.4,8.7,구름많음
2019-08-02,31.6,36.9,27.1,0,0,1.5,65,4.8,9.3,구름조금/비
2019-08-03,29.5,35.9,26.1,0,0,2.1,69,5.9,9.2,구름많음/비/안개/천둥번개
2019-08-04,30.3,35.9,25,0,0,1.4,67,3.6,7.3,구름조금/안개
2019-08-05,29.9,36.2,25.3,0,0,2.8,64,2.5,11,구름조금/안개
2019-08-06,26.3,30.6,23.2,13,0,2.1,82,8.5,1.6,흐림/비
2019-08-07,28.4,35.4,23.7,6.5,0,1.6,80,6.4,5.3,구름많음/비/안개
2019-08-08,28.7,36.1,25.4,0.1,0,1.1,76,6.6,5.8,구름많음/비/소나기/안개/천둥번개
2019-08-09,29.8,35.4,24.7,0,0,0.8,73,7,8,구름많음
2019-08-10,28.8,33.4,25.6,0,0,3.2,74,5.5,11.7,구름많음/안개
2019-08-11,29.7,33.7,26.4,0,0,4.8,66,6,11,구름많음
2019-08-12,30,34.6,26.6,0,0,2.4,69,5,5.9,구름많음
2019-08-13,29.4,35.4,25,0,0,2.7,72,2.8,10.6,구름조금
2019-08-14,29.1,33,26,0.3,0,2.8,72,9,3.3,흐림/비
2019-08-15,27.3,30.2,25.3,10,0,2.3,88,9.5,0.2,흐림/비
2019-08-16,28.7,33,26.2,0.3,0,2.4,69,5.6,4.2,구름많음/비
2019-08-17,28.9,35.1,22.1,0,0,1.9,63,1.1,12.3,맑음
2019-08-18,28.5,33.7,25.5,0.1,0,1.7,61,4.6,11.5,구름조금/비/안개
2019-08-19,26.9,31.8,24.1,0,0,2.5,73,8.9,4.4,흐림/비/안개
2019-08-20,26.9,30.3,24.1,0,0,3.5,68,5.6,7.8,구름많음
2019-08-21,26,28.7,23.9,16.5,0,1.4,85,9.9,0.8,흐림/비/안개
2019-08-22,26.2,30.5,24.3,72,0,1.4,88,8.4,2.2,흐림/비/안개/천둥번개
2019-08-23,26.4,30.6,22.8,0,0,1.6,63,6.1,6,구름많음/비
2019-08-24,23.4,28.3,19.9,0,0,1.1,75,6.2,2.1,구름많음
2019-08-25,24.8,30.5,19.6,0,0,0.8,72,3.6,7.2,구름조금
2019-08-26,25.4,31.4,19.3,0,0,1.3,72,4.2,9.7,구름조금/안개
2019-08-27,22.5,24.1,20.7,21,0,1.4,95,10,0,흐림/비/안개
2019-08-28,23.6,26.7,21.7,2,0,0.9,94,8.6,0,흐림/비/안개
2019-08-29,23.3,25.4,22.1,0.1,0,0.7,94,9.4,0,흐림/비/안개
2019-08-30,24.5,30.3,19.1,0,0,2.5,73,2.1,10.4,구름조금/안개
2019-08-31,23.9,29.5,17.9,0,0,0.8,72,4,11.2,구름조금
2019-09-01,21.9,26.6,19,0.5,0,0.5,90,9.1,0.7,흐림/비
2019-09-02,20.8,22.4,19.9,3,0,1.3,97,10,0,흐림/비/안개
2019-09-03,21.6,24.6,19.8,29.5,0,1.5,96,10,0.1,흐림/비/안개
2019-09-04,24.1,26.9,21.9,6,0,1.6,91,10,0,흐림/비/안개
2019-09-05,25.5,31.4,22.2,5.5,0,1.4,88,8.2,3.4,흐림/비/소나기/안개
2019-09-06,26.7,30,23.5,0,0,2.7,81,8.6,0.5,흐림/비/안개
2019-09-07,27.1,29.3,23.9,6,0,3.6,74,8.1,2.5,흐림/비
2019-09-08,26,30.3,22.4,0,0,0.6,77,8.4,0.9,흐림/비
2019-09-09,26.8,32,24.2,4.5,0,1.2,79,8.2,3.4,흐림/비/소나기/안개/천둥번개
2019-09-10,27.4,32.5,23.6,0,0,2.1,71,6.1,6.3,구름많음/안개
2019-09-11,25.3,31.4,22.8,0,0,3.2,75,6.5,6,구름많음/비/안개
2019-09-12,20.2,22.9,18.8,9,0,1.8,88,9.9,0,흐림/비
2019-09-13,21.5,25.7,17.8,0,0,1.9,76,3.8,8.5,구름조금
2019-09-14,23,28.9,15.9,0,0,1.1,73,4.1,7,구름조금
2019-09-15,23.9,28.4,20.4,0,0,2.8,75,5,8.6,구름많음
2019-09-16,21.9,27.7,17.6,0,0,2,67,3.4,10.4,구름조금
2019-09-17,21,26.7,15.3,0,0,2,65,1.8,11.3,맑음
2019-09-18,22.5,29.6,16.6,0,0,1.9,62,2.6,10.1,구름조금
2019-09-19,20.9,25.4,17.8,0,0,2.4,62,3.5,10.8,구름조금
2019-09-20,19.8,23.3,15.3,0,0,2.6,70,8.6,1.8,흐림
2019-09-21,18.4,21.2,16.5,48.5,0,1.9,92,9.9,0,흐림/비
2019-09-22,18.1,19.5,16.5,72.5,0,2.9,91,10,0,흐림/비
2019-09-23,19.1,21.4,17,0,0,1.6,75,9.2,0,흐림/비
2019-09-24,19.1,26.5,14.8,0,0,0.9,71,2.6,9.2,구름조금
2019-09-25,19,24.6,12.5,0,0,1.6,73,6.6,6.7,구름많음/안개
2019-09-26,21.6,27.1,17.3,0,0,2.2,77,7.4,6.9,구름많음
2019-09-27,22.2,26.8,18.6,0.2,0,1.8,81,7.9,5.8,구름많음/비/안개
2019-09-28,23.2,26.8,20.9,0.3,0,0.7,88,9,1.8,흐림/비/안개
2019-09-29,24.9,29.8,21,0,0,1,75,5,6.7,구름많음/비/안개
2019-09-30,23.6,30.1,18.2,0,0,0.6,79,4.1,7.6,구름조금/안개
2019-10-01,22.8,25.1,21.4,0.2,0,1.5,91,10,0,흐림/비/안개
2019-10-02,21.8,23.5,20.5,104.5,0,2.2,98,10,0,흐림/비
2019-10-03,23.2,27.4,19.9,39.5,0,2.9,80,6.8,5.8,구름많음/비
2019-10-04,22.1,28.6,17.6,0,0,1.4,81,5.6,5.1,구름많음
2019-10-05,21.4,26.1,17.7,0,0,2.6,74,8.8,4.2,흐림
2019-10-06,17.5,20.6,14.5,0,0,3.3,62,7.5,6.6,구름많음
2019-10-07,15.4,17.9,13.7,7.5,0,0.8,93,9.9,0.2,흐림/비
2019-10-08,18,23.5,13.8,0,0,2.9,59,5,8,구름조금
2019-10-09,14.8,22.5,8.1,0,0,1.5,54,0.9,10.7,맑음
2019-10-10,16.4,24.1,8.5,0,0,0.9,65,4.1,9.3,구름조금
2019-10-11,18.9,25.1,13.9,0,0,1.6,64,2.4,10.7,맑음
2019-10-12,19.2,24.3,15,0,0,2.4,54,0.9,10,맑음
2019-10-13,16,21.5,10.6,0,0,1.9,64,2.5,10.5,구름조금
2019-10-14,16.6,22.8,9.6,0,0,1.4,66,3,9.6,구름조금
2019-10-15,14.1,18,10.5,0.5,0,2.7,76,5.2,5.2,구름조금/비
2019-10-16,13.5,20.4,7.2,0,0,0.8,77,3.2,9.4,구름조금/안개
2019-10-17,14,19.6,9,0,0,1.4,80,6.9,1.6,구름많음/안개
2019-10-18,14.7,17.4,12,2.5,0,0.9,93,9.5,0,흐림/비/안개
2019-10-19,17.2,23.6,13.7,0.5,0,1.3,80,4.6,6.8,구름조금/비/안개
2019-10-20,15.6,23,11.7,0,0,0.7,82,3.5,7.4,구름조금/안개
2019-10-21,15.5,22.4,11.1,0,0,1.5,80,3.1,6.4,구름조금/안개
2019-10-22,16,22.8,10.7,0,0,1.7,77,3.6,9.1,구름조금/안개
2019-10-23,16.4,20.7,11.9,0,0,1.5,77,8.5,1.2,흐림
2019-10-24,17.9,20.7,14.4,0,0,1.3,71,8.5,0.4,흐림/비
2019-10-25,19.2,24.7,15.6,0,0,1.8,60,6.6,5.6,구름많음
2019-10-26,15.5,18.8,12.3,0,0,2.8,53,6.1,8.7,구름많음
2019-10-27,12.3,17.9,7.5,0,0,2.3,51,0.6,10.2,맑음
2019-10-28,11.6,19.4,3.9,0,0,0.7,66,4.1,9.4,구름조금/안개
2019-10-29,14.3,20.4,8,0,0,1.9,61,2.4,7.1,맑음/안개/황사
2019-10-30,13.5,18.8,8.2,0,0,2.1,54,0,10.1,맑음
2019-10-31,14.1,21.7,6.5,0,0,1.1,67,0,9.9,맑음/안개
2019-11-01,15.2,23.2,9,0,0,1.5,70,1.1,9.1,맑음/안개/황사
2019-11-02,14.2,20.7,8.6,0,0,1,78,4.8,6.3,구름조금/안개
2019-11-03,14.6,21.4,9.7,0,0,1.8,80,5.8,7.4,구름많음/비/안개
2019-11-04,13.4,18,8.4,0,0,1.5,70,4.8,3.2,구름조금
2019-11-05,12.3,20.1,5.3,0,0,1.4,71,0,9.7,맑음/안개
2019-11-06,12.5,20.4,6.2,0,0,0.8,67,2.6,9.2,구름조금/안개
2019-11-07,13,18.7,7.5,0,0,2.1,57,3.8,6.9,구름조금
2019-11-08,10.2,17.2,4.3,0,0,1,52,0,9.5,맑음/안개
2019-11-09,9.4,17.9,1.7,0,0,0.9,56,0,9.5,맑음
2019-11-10,9.4,16.4,2.4,7,0,0.8,71,7.6,2,구름많음/비/안개/천둥번개
2019-11-11,12.4,18.4,7.3,0.3,0,1.9,75,4.5,4.9,구름조금/비
2019-11-12,10.8,17.4,5.6,0,0,0.8,73,2.4,8.2,맑음/안개
2019-11-13,9.7,15.7,3.9,0,0,2,72,7.1,0.8,구름많음/비/안개
2019-11-14,4.6,10.5,0.2,0,0,4.1,39,0.5,9.8,맑음
2019-11-15,7,16.2,-1.9,0,0,0.6,61,0.5,8.5,맑음
2019-11-16,11.8,19.7,4.9,0,0,0.7,76,3.1,7.6,구름조금/안개
2019-11-17,10.5,15.1,6.4,0,0,0.8,91,8.9,0,흐림/비/안개
2019-11-18,11,20.6,4.9,8,0,4.8,60,8.8,0.9,흐림/비/황사
2019-11-19,5.1,8.2,2.8,0,0,4.1,53,3,7.7,구름조금
2019-11-20,4.3,10.4,0.4,0,0,2,46,0.8,9.5,맑음
