YMD,평균기온,최고기온,최저기온,강수량,신적설,평균풍속,평균습도,운량,일조시간,날씨
2019-04-19,14.5,18.5,11.5,0.2,0,2.3,76,7.5,3.1,구름많음/안개/이슬비
2019-04-20,17.2,23.5,11.4,0,0,1.5,62,5.8,10.4,구름많음/안개
2019-04-21,18.1,22.6,15.2,0,0,0.9,72,8.4,0.8,흐림/안개
2019-04-22,20.5,29.3,11.3,0,0,1.4,61,3.5,11.5,구름조금/안개
2019-04-23,18.6,23.1,15.6,6.2,0,1.5,76,9.5,0.5,흐림/비
2019-04-24,17.7,21.1,15.3,21.8,0,0.8,91,8.1,1.4,흐림/비/안개
2019-04-25,15.1,17.2,10.9,7.7,0,1.6,93,9.2,0,흐림/비/안개
2019-04-26,10,12,8.5,1.2,0,1.3,87,9.9,0.2,흐림/비/이슬비
2019-04-27,12.2,18.1,5.1,0,0,1.3,67,5.1,10.6,구름많음/비/안개
2019-04-28,12.9,17.4,10.3,0.4,0,1.1,72,8.4,2.4,흐림/비
2019-04-29,11,15.1,8,16.6,0,0.7,92,7.8,1.1,구름많음/비/안개
2019-04-30,16.1,22.4,9.6,0,0,1,78,6.8,9.5,구름많음/안개
2019-05-01,15.9,23.3,10.3,0,0,1.8,69,3.5,10.5,구름조금/안개
2019-05-02,15.9,25,8.9,0,0,1.7,58,0,12.7,맑음/안개
2019-05-03,18,28.4,7.4,0,0,1.3,48,0,12.8,맑음
2019-05-04,19.2,27.4,10.2,0,0,1.1,49,5.2,10.4,구름많음/안개
2019-05-05,19.8,28,12.2,0,0,1.1,47,4,11.3,구름조금/안개
2019-05-06,14.5,20.3,9.4,0,0,2.3,42,0.6,13.1,맑음/비
2019-05-07,14.9,23.2,5.6,0,0,1.7,41,0.1,13.1,맑음
2019-05-08,15.9,23.1,7.4,0,0,1.9,43,5.9,11.6,구름많음
2019-05-09,17.7,24.7,10.9,0,0,1.6,44,4.5,12.7,구름조금
2019-05-10,18.6,27.9,8.3,0,0,1,46,3.6,12.2,구름조금
2019-05-11,20.1,28.9,11.3,0,0,1,46,1,0,맑음
2019-05-12,21.5,29.3,13.1,0,0,1.3,48,4.1,11.6,구름조금
2019-05-13,20.1,28.3,13.3,0,0,1.4,53,7.4,8,구름많음/비
2019-05-14,21.1,28.3,14,0,0,1.3,59,2.6,12.1,구름조금/안개
2019-05-15,21.9,29,15.7,0,0,1.2,64,4.9,10.1,구름조금/안개
2019-05-16,23.5,30.8,16.7,0,0,1.1,58,5.4,9.2,구름많음/안개
2019-05-17,23.7,28.1,18.6,0,0,1.5,56,8,4,흐림/비
2019-05-18,19.1,23.7,16,14.3,0,3.7,83,9.4,0.8,흐림/비
2019-05-19,21.1,24.7,18.5,0.7,0,2.8,83,9.1,2,흐림/비
2019-05-20,17.1,20.8,12.2,6,0,2.1,65,4.8,8,구름조금/비
2019-05-21,17.9,24.7,11.6,0,0,2.7,57,0,13.5,맑음
2019-05-22,20.8,27.2,13.4,0,0,2.4,49,0,13.4,맑음
2019-05-23,23,29.8,16,0,0,1.8,51,0.2,13.3,맑음
2019-05-24,24.4,32.7,16,0,0,1.5,57,0.9,12.7,맑음/안개
2019-05-25,24,30.4,18.7,0,0,1.4,50,7.4,8.4,구름많음/안개
2019-05-26,24.7,32.2,17.2,0,0,1.9,47,5.9,10.1,구름많음/비
2019-05-27,17.9,23.6,14.2,14.4,0,2.2,91,9.9,0,흐림/비/이슬비
2019-05-28,17.7,24,11.7,0,0,1.8,63,4.9,9.5,구름조금
2019-05-29,20.1,27.8,11.9,0,0,1.9,53,0.4,13.6,맑음
2019-05-30,20.2,27.2,14.6,0.2,0,2,55,7,6.7,구름많음/비/안개
2019-05-31,19,24.3,15.2,0,0,1.6,65,4.5,10.4,구름조금/비
2019-06-01,19.1,24.5,12.9,0,0,1.2,70,6.2,10.1,구름많음/안개
2019-06-02,21.5,28.6,14.6,0,0,1.1,58,2.4,13.1,구름조금/안개
2019-06-03,23.3,30.9,14.6,0,0,1.1,51,0,12.5,맑음
2019-06-04,24.3,31.7,17.5,0,0,1.4,55,1.6,12.4,맑음/안개
2019-06-05,24.3,30.9,18.1,0,0,1.5,65,2.5,11.4,구름조금/안개
2019-06-06,22,28.2,16.9,17.1,0,1.5,75,8.9,0.6,흐림/비/안개
2019-06-07,18.8,20.5,16.6,25.6,0,1.6,95,9.5,0,흐림/비
2019-06-08,21.3,27.2,16.1,0,0,1.2,78,7.8,6.6,구름많음/안개
2019-06-09,22.1,28.1,17.9,9,0,1.5,74,7.9,6.5,구름많음/비/안개/천둥번개
2019-06-10,18.8,23.9,15.1,11.1,0,1.7,77,8,2.2,흐림/비
2019-06-11,21.1,26.2,16.1,0,0,1.5,64,3.4,12.2,구름조금/안개
2019-06-12,21.4,27.9,15.7,0,0,1.2,69,1.2,12.1,맑음/안개
2019-06-13,23.4,30.1,16.5,0,0,0.8,65,3.4,11.6,구름조금/안개
2019-06-14,21.9,25.1,19.3,0,0,0.8,73,8.4,1,흐림/안개
2019-06-15,21.9,27.4,16.7,0,0,2,69,3.4,12.3,구름조금/안개
2019-06-16,21.9,28.2,15.9,0,0,1.4,69,3.8,11.4,구름조금/안개
2019-06-17,22.2,27.6,17.9,0,0,2.1,66,5.4,11.6,구름많음
2019-06-18,21.7,25.8,17.5,0.1,0,1.2,75,8.6,2.3,흐림/비/안개
2019-06-19,22.7,27,19.9,0,0,0.9,77,7.9,4.4,구름많음/안개
2019-06-20,23.9,29.1,19.2,0,0,1,73,7.1,8.1,구름많음/안개
2019-06-21,23.8,29,19.8,0,0,1.4,70,4.5,10.2,구름조금/안개
2019-06-22,23.9,29.7,19.2,0,0,1.3,72,5.5,8,구름많음/소나기/안개
2019-06-23,24.2,29.6,18.5,0,0,1.2,61,2,13.5,구름조금/안개
2019-06-24,24.9,30.6,19.1,0,0,1.5,64,2.8,11.9,구름조금
2019-06-25,26.4,33.2,19,0,0,1.2,59,3,12,구름조금
2019-06-26,22.1,24.8,20.8,1.7,0,1.7,80,9.2,0.1,흐림/비
2019-06-27,24.7,29.2,21.3,0.6,0,0.8,84,7.6,1.9,구름많음/비
2019-06-28,25.4,29.9,22.1,0,0,1.5,76,8.2,5,흐림/비/안개
2019-06-29,22.2,24,21.4,12.7,0,1.1,95,9.6,0,흐림/비/안개
2019-06-30,24,28.1,21.1,0,0,1.3,86,7.9,3.5,구름많음/안개
2019-07-01,23.7,27.3,20.7,0,0,1.5,77,6.5,3.6,구름많음/비/안개
2019-07-02,23.8,29.9,17.2,0,0,1.1,72,3.1,11.2,구름조금/안개
2019-07-03,24.4,28.8,20.2,0,0,1.1,75,5.5,8.1,구름많음/안개
2019-07-04,25.6,32,19.2,0,0,1,67,2.4,12.2,구름조금/안개
2019-07-05,27.7,35.1,20,0,0,1.6,56,3.2,12.3,구름조금
2019-07-06,27.5,33.3,20.7,0,0,3,53,0.1,13.8,맑음
2019-07-07,25.3,30.2,21.1,0,0,3.4,59,6.4,7.9,구름많음/비
2019-07-08,24.5,30.5,19.6,0.6,0,2.3,63,5.9,8.6,구름많음/비
2019-07-09,24.4,29.3,19.6,0,0,2.9,63,4.5,9.1,구름조금
2019-07-10,21.6,24,19.5,18.3,0,2,83,9.5,0.3,흐림/비
2019-07-11,21.3,23.2,19.5,3.7,0,0.4,95,9.9,0,흐림/비/안개/이슬비
2019-07-12,23.5,28.1,19.9,0,0,1,79,6.9,6.5,구름많음/비/안개
2019-07-13,24.4,28.8,21.4,0,0,0.6,80,8.8,4.1,흐림/안개
2019-07-14,25.9,31,21.4,0,0,0.7,77,6,8.7,구름많음/안개
2019-07-15,23.8,28.3,21.5,12.8,0,1.2,88,9.2,2.3,흐림/비/소나기/안개/천둥번개
2019-07-16,24.8,30.6,20.2,23.3,0,1.3,83,6.5,7.9,구름많음/비/소나기/안개
2019-07-17,26,30,22.2,0,0,1.2,82,8.5,4.9,흐림/비/안개
2019-07-18,25.6,28.7,22.8,4.1,0,1.4,84,9,1.7,흐림/비/안개
2019-07-19,26.6,30,23.5,0,0,2.2,83,8.9,3.7,흐림/비
2019-07-20,25.6,28.5,23.8,18.7,0,3.3,91,10,0.1,흐림/비
2019-07-21,24.8,27.3,22.3,26.8,0,1.8,93,9.1,0.6,흐림/비/안개
2019-07-22,27.9,32,25.4,0,0,1.7,81,6.6,8.2,구름많음/안개/이슬비
2019-07-23,29,33.1,26.2,0,0,1.2,78,7.5,7.6,구름많음/안개
2019-07-24,27.7,29.7,25.5,0,0,1.3,83,9.9,0,흐림/비/이슬비
2019-07-25,26.4,27.8,25.6,46.5,0,0.8,97,10,0,흐림/비/안개
2019-07-26,27,29.8,25.7,15.4,0,1.2,94,9.9,0.2,흐림/비/안개
2019-07-27,27.9,31.4,25.1,9.2,0,1.1,89,8,5.5,흐림/비/안개/천둥번개
2019-07-28,26.7,28.8,25.5,19.6,0,1.3,94,8.2,0.7,흐림/비/안개
2019-07-29,28.5,32.8,24.5,0,0,1.6,78,5.4,12.6,구름많음
2019-07-30,29.4,33.3,26.4,0,0,2.3,77,6.4,8,구름많음
2019-07-31,29.6,33,27.4,0,0,2.2,76,6.1,11.3,구름많음
2019-08-01,29.5,33.9,26.2,0,0,1.6,77,3.9,10.1,구름조금
2019-08-02,30,34.2,25.9,0,0,0.8,75,4.4,11.4,구름조금/비
2019-08-03,29.9,35.6,26,0,0,0.6,78,6.8,8.8,구름많음/비/천둥번개
2019-08-04,29.8,35.6,25.7,0,0,0.6,80,3.9,10.4,구름조금/소나기/안개
2019-08-05,30.7,36,25.7,0,0,1,74,2.9,10.3,구름조금/비/안개
2019-08-06,29.7,32.7,26.7,0,0,2,67,7.6,6.5,구름많음/비
2019-08-07,28.6,33.3,24.3,12.4,0,1,81,5.6,9.9,구름많음/비/안개
2019-08-08,28.5,33.8,26,1.1,0,0.5,83,7,5.1,구름많음/비/안개/천둥번개
2019-08-09,29.5,34,25.6,0.2,0,0.4,81,6,8.3,구름많음/비/안개
2019-08-10,30.2,34.5,26.3,0,0,2.7,73,4.6,12,구름조금/안개
2019-08-11,29.7,33.9,26.4,0,0,4.5,68,6.8,7,구름많음/비
2019-08-12,29,32.5,26.2,1.3,0,1.8,83,8.9,1.7,흐림/비
2019-08-13,29.8,34.3,25.7,0,0,0.9,78,4,7.2,구름조금/비/소나기
2019-08-14,30.1,34,26.5,0,0,2.5,71,6,8.2,구름많음
2019-08-15,25.8,29.3,24.7,12.7,0,1.3,93,9.2,0.1,흐림/비
2019-08-16,26.9,30.7,24.8,0.6,0,1.4,84,6.4,7.4,구름많음/비/소나기
2019-08-17,26.2,29.8,23.5,2.1,0,2.1,82,5.6,8.2,구름많음/비/안개
2019-08-18,25.6,30.9,20.5,0,0,0.7,73,3.9,11.4,구름조금/안개
2019-08-19,26.5,31.9,21,0,0,0.9,73,4.6,9.9,구름조금
2019-08-20,27.8,32.2,23.5,0,0,2,70,4.4,10.5,구름조금/안개
2019-08-21,27.3,32,23.4,3.7,0,1.3,76,7.9,4.8,구름많음/비/안개
2019-08-22,26.5,29.7,23.5,19.9,0,0.9,81,8.2,4.6,흐림/비/안개
2019-08-23,25.2,29.9,22.1,0,0,1.2,75,5.9,6.6,구름많음/비/안개
2019-08-24,23.6,27.1,20.6,0,0,0.7,78,6.5,1.6,구름많음
2019-08-25,24.6,29.9,20.1,0,0,0.3,74,4.4,10.1,구름조금
2019-08-26,25.9,31.5,19.3,0,0,0.5,72,3.9,10.2,구름조금
2019-08-27,22.4,26.1,20.1,34.6,0,0.7,93,9.2,0,흐림/비
2019-08-28,24.2,28.4,21.6,1,0,0.6,87,7.6,3.1,구름많음/비
2019-08-29,23.2,26.9,20.7,13.3,0,1.3,88,8.5,3,흐림/비/안개
2019-08-30,23.2,27.8,19.4,1.4,0,1.4,77,3.9,11.1,구름조금/비/안개
2019-08-31,23.3,28.3,18.3,0,0,0.7,75,3.4,10.6,구름조금
2019-09-01,23.5,28.3,18.9,0,0,0.7,79,7.4,5.1,구름많음/안개
2019-09-02,22.6,26.7,20.5,10.2,0,1,86,9.5,0.2,흐림/비
2019-09-03,22.3,23.9,20.3,2,0,0.8,95,9.9,0,흐림/비/안개
2019-09-04,24.5,28.2,22.2,2.9,0,1.3,92,9.8,1,흐림/비/안개
2019-09-05,24.4,28.2,22.8,24,0,0.5,94,9.8,1.3,흐림/비/안개/천둥번개
2019-09-06,25.6,27.6,22.6,0.1,0,1.5,89,9.6,1.2,흐림/비/안개
2019-09-07,26.2,29.9,23.9,1.5,0,5.5,81,9.2,0.6,흐림/비
2019-09-08,25.3,29.1,23.3,0.7,0,0.7,88,9.8,0.6,흐림/비
2019-09-09,24,25.3,22.3,12.1,0,0.5,96,9.8,0,흐림/비
2019-09-10,27.2,31.5,23.4,0,0,1.3,79,6.8,8.7,구름많음/비/안개
2019-09-11,25.3,28.7,23.7,0.5,0,2.1,84,7.8,1.9,구름많음/비
2019-09-12,20.8,23.7,19.5,6.6,0,2.7,86,9.4,0,흐림/비
2019-09-13,22.9,28.2,17.2,0,0,1.8,74,0.9,11.9,맑음
2019-09-14,23.4,28.2,19.2,0,0,0.3,82,7.4,3.7,구름많음
2019-09-15,25.3,30.5,21.4,0,0,0.7,79,5.5,8.4,구름많음/안개
2019-09-16,24.5,29.1,21,0,0,0.9,71,3.1,9.6,구름조금
2019-09-17,23,28.5,17.2,0,0,1.4,65,2.2,11.7,구름조금
2019-09-18,21.9,28.7,15.6,0,0,1.5,60,2.2,11.5,구름조금
2019-09-19,20.2,26.9,13.2,0,0,1,66,3.5,10.2,구름조금
2019-09-20,20,23,17.4,0,0,1.8,72,9.1,0.8,흐림
2019-09-21,17.8,20.1,15.9,38.3,0,1.4,87,9.8,0,흐림/비
2019-09-22,16.4,17.4,15.6,68,0,1.7,96,10,0,흐림/비
2019-09-23,17.8,21.7,14.6,0.1,0,1,82,6.2,4.2,구름많음/비
2019-09-24,18.2,25.2,12.3,0,0,0.7,79,1.1,11.3,맑음/안개
2019-09-25,18.8,24,13,0,0,0.8,81,6.8,7,구름많음/안개
2019-09-26,20.9,25.3,17.5,0,0,1.5,81,6.9,4,구름많음
2019-09-27,22.7,28.5,17.1,0,0,1,78,5.8,9.4,구름많음
2019-09-28,24.2,29.2,20.3,0,0,0.8,79,6.9,7.8,구름많음/안개
2019-09-29,22.7,28.5,18.7,0,0,0.8,72,0.8,11,맑음/안개
2019-09-30,22.1,29.1,15.9,0,0,0.9,77,2,10.1,구름조금/안개
2019-10-01,22.1,25.8,18.6,0,0,0.8,86,9.2,0,흐림/안개
2019-10-02,21.1,22.2,20.3,82.5,0,1.6,94,10,0,흐림/비
2019-10-03,22.2,26.9,19.5,11,0,2,87,5.6,5.7,구름많음/비
2019-10-04,22.5,27.5,19.7,0,0,1.1,84,6.9,6.2,구름많음
2019-10-05,19.2,21.1,16.5,0,0,1.4,84,7.5,0.8,구름많음
2019-10-06,18.4,22.6,15.6,0,0,2.8,68,6.6,7.8,구름많음
2019-10-07,15.7,16.9,14.5,11.8,0,0.9,92,9.9,0,흐림/비
2019-10-08,15.6,21.8,9.9,0,0,1.4,76,4.2,8.6,구름조금/안개
2019-10-09,13.2,20.2,6.5,0,0,0.5,71,1.5,10.6,맑음
2019-10-10,14.1,19.7,9.6,0,0,0.6,80,7.4,2.2,구름많음/안개
2019-10-11,17.4,24.6,11.8,0,0,0.7,74,3,7.6,구름조금/안개
2019-10-12,18.3,24.2,14,0,0,1.5,64,1,10.3,맑음
2019-10-13,16.7,22.9,10.6,0,0,1.2,69,1.5,10.5,맑음
2019-10-14,14.6,21.1,9.8,0,0,0.9,76,4.9,7.9,구름조금
2019-10-15,14.2,20.3,8.2,0,0,1.5,73,3.4,8.5,구름조금
2019-10-16,14.5,20.9,9,0,0,0.1,75,5,10.1,구름조금/안개
2019-10-17,15,20.5,11.3,0,0,0.9,78,7.2,4.5,구름많음/안개
2019-10-18,15.8,20.8,11,0,0,1.8,81,7,1.6,구름많음
2019-10-19,16.7,22.9,13,0,0,0.4,77,2,9.2,맑음
2019-10-20,15.4,22.4,10.8,0,0,0.2,76,0,9.9,맑음/안개
2019-10-21,15.5,23.3,9.5,0,0,0.5,78,5,7.7,구름조금/안개
2019-10-22,16.9,23.5,11,0,0,1.2,75,3.4,10,구름조금
2019-10-23,16.5,18.6,12.9,0,0,1.7,74,9.8,0.2,흐림/비
2019-10-24,18.9,23.6,15.4,0,0,1.5,60,6.1,7.7,구름많음/비
2019-10-25,17.3,23,12,0,0,0.8,69,5.9,6.3,구름많음/안개
2019-10-26,12.7,17.4,8.3,0,0,1.7,66,4.9,9,구름조금
2019-10-27,10.8,17.4,5.4,0,0,0.5,68,0.5,10,맑음
2019-10-28,11.9,18.5,4.6,0,0,0.7,69,2.9,8.8,구름조금/안개
2019-10-29,14.1,18.4,9.9,0.8,0,1.5,71,3.2,6.1,구름조금/비/안개
2019-10-30,11.6,18.3,5.8,0,0,0.5,74,0.5,9.9,맑음
2019-10-31,13.3,20.2,6,0,0,0.8,80,1.9,9.2,맑음/안개
2019-11-01,14.6,22,10.1,0,0,0.7,74,3.4,8.4,구름조금/안개
2019-11-02,13.2,19.2,7.1,0,0,0.5,79,6,4.6,구름많음/안개
2019-11-03,14.4,20.2,10.2,0,0,0.6,76,4.6,7.7,구름조금/안개
2019-11-04,13.6,20.8,9.1,0,0,0.4,74,1.4,9.2,맑음
2019-11-05,12.1,19.6,6.4,0,0,0.7,77,1.2,9.2,맑음/안개
2019-11-06,11.8,18.5,5.9,0,0,0.9,76,4,8.7,구름조금/안개
2019-11-07,10.8,17.8,5.3,0,0,1.4,66,3.5,7.7,구름조금
2019-11-08,6.8,14.6,1.2,0,0,0.6,61,0,9.6,맑음
2019-11-09,8.1,17.2,0.6,0,0,0.4,63,0,9.5,맑음
2019-11-10,9.1,16.6,3.3,9.6,0,0.5,76,8.2,4.4,구름많음/비/안개/천둥번개
2019-11-11,11.7,16.3,8.8,1.3,0,1.9,81,6.5,2.3,구름많음/비
2019-11-12,9.6,16.1,5,0,0,0.8,79,1.8,8,맑음/안개
